Date,Rainfall (mm),Tmax (°C),Tmin (°C),Tmean (°C),Tavg (°C),Tmean_final (°C),ET (mm/day),ET2 (mm/day),Ra (mm/day),Latitude,Longitude,Station,relative_humidity
2004-12-28,0.459507,26.7,18.1,22.4,22.4,22.4,2.754669578165917,,10.159361126004072,21.466595,-158.164714,Wong Hon Hin Inc,0.6850539999999999
2004-12-29,0.0242059,26.3,18.0,22.2,22.15,22.2,2.696569194754501,,10.173835127069347,21.466595,-158.164714,Wong Hon Hin Inc,0.632308
2004-12-30,0.274398,26.2,19.8,23.0,23.0,23.0,2.419038549905875,,10.189779898568656,21.466595,-158.164714,Wong Hon Hin Inc,0.774355
2004-12-31,1.29222,26.4,21.0,23.7,23.7,23.7,2.2640128626883964,,10.20718714020318,21.466595,-158.164714,Wong Hon Hin Inc,0.7935859999999999
2005-01-01,40.0638,25.2,20.5,22.8,22.85,22.8,2.0663737483498323,,10.20718714020318,21.466595,-158.164714,Wong Hon Hin Inc,0.78254
2005-01-02,1.39506,25.3,17.8,21.6,21.55,21.6,2.5378298675310287,,10.226047712477687,21.466595,-158.164714,Wong Hon Hin Inc,0.685946
2005-01-03,0.593826,24.7,16.9,20.8,20.799999999999997,20.8,2.5405731162821357,,10.24635163975192,21.466595,-158.164714,Wong Hon Hin Inc,0.6647759999999999
2005-01-04,0.0978665,24.9,17.2,21.0,21.049999999999997,21.0,2.5426964168142168,,10.268088113714434,21.466595,-158.164714,Wong Hon Hin Inc,0.6345689999999999
2005-01-05,0.263717,24.6,15.7,20.2,20.15,20.2,2.683331780727781,,10.291245497296424,21.466595,-158.164714,Wong Hon Hin Inc,0.702008
2005-01-06,0.265209,24.7,16.9,20.8,20.799999999999997,20.8,2.55779557999257,,10.315811329043688,21.466595,-158.164714,Wong Hon Hin Inc,0.733508
2005-01-07,0.0429488,25.1,17.2,21.2,21.15,21.2,2.6073597759253957,,10.341772327965773,21.466595,-158.164714,Wong Hon Hin Inc,0.6789000000000001
2005-01-08,8.94185,25.6,16.9,21.2,21.25,21.2,2.7434290641302974,,10.36911439888155,21.466595,-158.164714,Wong Hon Hin Inc,0.686092
2005-01-09,48.6289,24.8,18.0,21.4,21.4,21.4,2.4446166453472564,,10.397822638281136,21.466595,-158.164714,Wong Hon Hin Inc,0.787852
2005-01-10,0.155485,25.2,16.2,20.7,20.7,20.7,2.7701666781633656,,10.427881340724133,21.466595,-158.164714,Wong Hon Hin Inc,0.6198940000000001
2005-01-11,0.0900292,24.5,16.5,20.5,20.5,20.5,2.6059923951637227,,10.45927400579431,21.466595,-158.164714,Wong Hon Hin Inc,0.6570189999999999
2005-01-12,0.0615718,25.0,15.2,20.1,20.1,20.1,2.8631076434576332,,10.491983345630867,21.466595,-158.164714,Wong Hon Hin Inc,0.635587
2005-01-13,5.26409,25.0,17.7,21.4,21.35,21.4,2.5641199608663725,,10.525991293056082,21.466595,-158.164714,Wong Hon Hin Inc,0.7551009999999999
2005-01-14,6.35704,25.5,19.7,22.6,22.6,22.6,2.363413511168099,,10.561279010318938,21.466595,-158.164714,Wong Hon Hin Inc,0.8107179999999999
2005-01-15,0.790639,26.2,20.6,23.4,23.4,23.4,2.376489430848247,,10.59782689847376,21.466595,-158.164714,Wong Hon Hin Inc,0.751892
2005-01-16,0.469344,26.5,22.7,24.6,24.6,24.6,2.0218460446205695,,10.635614607412318,21.466595,-158.164714,Wong Hon Hin Inc,0.7610899999999999
2005-01-17,30.3527,26.0,20.7,23.4,23.35,23.4,2.328710241562169,,10.674621046566992,21.466595,-158.164714,Wong Hon Hin Inc,0.775826
2005-01-18,5.32699,26.3,19.6,23.0,22.950000000000003,23.0,2.6026181750768016,,10.714824396301767,21.466595,-158.164714,Wong Hon Hin Inc,0.76044
2005-01-19,0.0756555,26.2,18.3,22.2,22.25,22.2,2.781379999981214,,10.75620212000676,21.466595,-158.164714,Wong Hon Hin Inc,0.745155
2005-01-20,1.1102,26.5,20.1,23.3,23.3,23.3,2.582452646977286,,10.798730976910731,21.466595,-158.164714,Wong Hon Hin Inc,0.7543810000000001
2005-01-21,3.67941,25.1,19.4,22.2,22.25,22.2,2.3814976714573586,,10.842387035624855,21.466595,-158.164714,Wong Hon Hin Inc,0.8156690000000001
2005-01-22,0.244771,25.6,15.9,20.8,20.75,20.8,3.0103364859317483,,10.887145688429463,21.466595,-158.164714,Wong Hon Hin Inc,0.623775
2005-01-23,1.86484,26.3,18.2,22.2,22.25,22.2,2.8626546409039846,,10.932981666314014,21.466595,-158.164714,Wong Hon Hin Inc,0.747707
2005-01-24,5.04735,26.9,19.3,23.1,23.1,23.1,2.847443405146413,,10.979869054778902,21.466595,-158.164714,Wong Hon Hin Inc,0.759084
2005-01-25,0.546024,27.5,19.2,23.4,23.35,23.4,3.010594357645832,,11.027781310405922,21.466595,-158.164714,Wong Hon Hin Inc,0.739088
2005-01-26,0.343866,27.0,18.9,23.0,22.95,23.0,2.9582887371820616,,11.076691278202329,21.466595,-158.164714,Wong Hon Hin Inc,0.70494
2005-01-27,0.42934,26.6,18.7,22.7,22.65,22.7,2.9131158530103556,,11.126571209721693,21.466595,-158.164714,Wong Hon Hin Inc,0.713685
2005-01-28,0.335413,27.1,18.3,22.7,22.700000000000003,22.7,3.088621625746976,,11.17739278196246,21.466595,-158.164714,Wong Hon Hin Inc,0.695652
2005-01-29,40.577,26.7,18.9,22.8,22.799999999999997,22.8,2.9285130869429796,,11.229127117043275,21.466595,-158.164714,Wong Hon Hin Inc,0.7643800000000001
2005-01-30,0.751711,27.1,18.8,23.0,22.950000000000003,23.0,3.050024422482431,,11.281744802651932,21.466595,-158.164714,Wong Hon Hin Inc,0.726668
2005-01-31,11.481,26.0,18.7,22.4,22.35,22.4,2.8316861467495418,,11.335215913262495,21.466595,-158.164714,Wong Hon Hin Inc,0.7817390000000001
2005-02-01,16.9456,25.5,17.5,21.5,21.5,21.5,2.9118595357696293,,11.38951003211316,21.466595,-158.164714,Wong Hon Hin Inc,0.746924
2005-02-02,2.03376,23.8,17.9,20.8,20.85,20.8,2.4679799285690467,,11.44459627393486,21.466595,-158.164714,Wong Hon Hin Inc,0.7925960000000001
2005-02-03,4.58196,23.4,17.7,20.6,20.549999999999997,20.6,2.4249962406753225,,11.500443308418566,21.466595,-158.164714,Wong Hon Hin Inc,0.8001980000000001
2005-02-04,7.80216,24.0,18.5,21.2,21.25,21.2,2.43119407969571,,11.557019384406788,21.466595,-158.164714,Wong Hon Hin Inc,0.886536
2005-02-05,0.385788,25.9,18.6,22.2,22.25,22.2,2.8869682741082796,,11.614292354792457,21.466595,-158.164714,Wong Hon Hin Inc,0.815367
2005-02-06,0.117666,27.3,18.3,22.8,22.8,22.8,3.2698584287480257,,11.672229702106181,21.466595,-158.164714,Wong Hon Hin Inc,0.716318
2005-02-07,0.0109106,27.9,19.6,23.8,23.75,23.8,3.2336111240571923,,11.730798564770357,21.466595,-158.164714,Wong Hon Hin Inc,0.620216
2005-02-08,0.987449,27.7,20.3,24.0,24.0,24.0,3.083418839855451,,11.789965763996532,21.466595,-158.164714,Wong Hon Hin Inc,0.689581
2005-02-09,2.37054,27.1,19.7,23.4,23.4,23.4,3.054556677058889,,11.849697831299956,21.466595,-158.164714,Wong Hon Hin Inc,0.6978719999999999
2005-02-10,0.00635313,27.3,19.2,23.2,23.25,23.2,3.196425177676185,,11.909961036603207,21.466595,-158.164714,Wong Hon Hin Inc,0.708357
2005-02-11,4.40336,27.1,17.4,22.2,22.25,22.2,3.42999919787489,,11.970721416898456,21.466595,-158.164714,Wong Hon Hin Inc,0.667266
2005-02-12,3.59007,25.0,18.0,21.5,21.5,21.5,2.877433115087506,,12.03194480543587,21.466595,-158.164714,Wong Hon Hin Inc,0.6925199999999999
2005-02-13,1.39802,24.9,18.5,21.7,21.7,21.7,2.779523856991133,,12.093596861403563,21.466595,-158.164714,Wong Hon Hin Inc,0.5903499999999999
2005-02-14,1.43175,24.6,17.7,21.2,21.15,21.2,2.8641445251752526,,12.155643100062479,21.466595,-158.164714,Wong Hon Hin Inc,0.632701
2005-02-15,1.40602,24.8,18.9,21.8,21.85,21.8,2.7030301353555286,,12.21804892329772,21.466595,-158.164714,Wong Hon Hin Inc,0.647303
2005-02-16,0.115724,25.1,18.9,22.0,22.0,22.0,2.7991920232971195,,12.28077965054588,21.466595,-158.164714,Wong Hon Hin Inc,0.603093
2005-02-17,1.87206,25.5,18.8,22.2,22.15,22.2,2.9395044671398924,,12.343800550056287,21.466595,-158.164714,Wong Hon Hin Inc,0.5909
2005-02-18,0.46123,25.4,19.0,22.2,22.2,22.2,2.8876681803328244,,12.407076870442346,21.466595,-158.164714,Wong Hon Hin Inc,0.588693
2005-02-19,0.212393,25.6,18.2,21.9,21.9,21.9,3.0975665229646125,,12.470573872477589,21.466595,-158.164714,Wong Hon Hin Inc,0.5178889999999999
2005-02-20,1.12383,25.8,17.5,21.6,21.65,21.6,3.2723646639616173,,12.534256861089611,21.466595,-158.164714,Wong Hon Hin Inc,0.597098
2005-02-21,0.562656,26.6,16.0,21.3,21.3,21.3,3.688606053159826,,12.598091217503807,21.466595,-158.164714,Wong Hon Hin Inc,0.569227
2005-02-22,0.0946151,26.2,15.8,21.0,21.0,21.0,3.644013655782012,,12.66204243148737,21.466595,-158.164714,Wong Hon Hin Inc,0.613281
2005-02-23,1.15857,25.6,17.3,21.4,21.450000000000003,21.4,3.3055784327742144,,12.726076133643227,21.466595,-158.164714,Wong Hon Hin Inc,0.712364
2005-02-24,1.4282,25.7,17.9,21.8,21.799999999999997,21.8,3.2534657343452515,,12.79015812770235,21.466595,-158.164714,Wong Hon Hin Inc,0.746193
2005-02-25,0.985606,24.7,18.5,21.6,21.6,21.6,2.900459423411382,,12.854254422762189,21.466595,-158.164714,Wong Hon Hin Inc,0.7109739999999999
2005-02-26,0.577824,24.7,19.2,22.0,21.95,22.0,2.7733116104167954,,12.91833126541823,21.466595,-158.164714,Wong Hon Hin Inc,0.7323569999999999
2005-02-27,0.20216,25.0,19.2,22.1,22.1,22.1,2.8692488410167902,,12.982355171735128,21.466595,-158.164714,Wong Hon Hin Inc,0.7361719999999999
2005-02-28,2.16109,25.4,18.6,22.0,22.0,22.0,3.1142429571966592,,13.046292959003377,21.466595,-158.164714,Wong Hon Hin Inc,0.661984
2005-03-01,0.0,26.0,17.0,21.5,21.5,21.5,3.5550690106307403,,13.110111777227349,21.466595,-158.164714,Wong Hon Hin Inc,0.570834
2005-03-02,0.000251955,26.3,17.9,22.1,22.1,22.1,3.5038923341040107,,13.17377914029024,21.466595,-158.164714,Wong Hon Hin Inc,0.592578
2005-03-03,0.00259368,26.6,17.3,22.0,21.950000000000003,22.0,3.6953074579980605,,13.237262956741603,21.466595,-158.164714,Wong Hon Hin Inc,0.5736249999999999
2005-03-04,0.00882279,26.6,18.1,22.4,22.35,22.4,3.585356541075462,,13.300531560153171,21.466595,-158.164714,Wong Hon Hin Inc,0.551378
2005-03-05,0.593422,27.3,19.2,23.2,23.25,23.2,3.5865440284191394,,13.363553738989218,21.466595,-158.164714,Wong Hon Hin Inc,0.663654
2005-03-06,0.169916,27.3,17.8,22.6,22.55,22.6,3.8452741710520186,,13.426298765937867,21.466595,-158.164714,Wong Hon Hin Inc,0.6609820000000001
2005-03-07,0.0938041,27.0,18.1,22.6,22.55,22.6,3.739172258642016,,13.488736426650645,21.466595,-158.164714,Wong Hon Hin Inc,0.605631
2005-03-08,22.0742,26.8,17.8,22.3,22.3,22.3,3.749381102766329,,13.550837047838119,21.466595,-158.164714,Wong Hon Hin Inc,0.743703
2005-03-09,2.57429,26.9,19.3,23.1,23.1,23.1,3.530190280196155,,13.612571524670555,21.466595,-158.164714,Wong Hon Hin Inc,0.73961
2005-03-10,0.460814,25.5,17.6,21.6,21.55,21.6,3.482814656340311,,13.673911347433343,21.466595,-158.164714,Wong Hon Hin Inc,0.631004
2005-03-11,0.447916,25.4,18.2,21.8,21.799999999999997,21.8,3.356699896345572,,13.734828627388369,21.466595,-158.164714,Wong Hon Hin Inc,0.603241
2005-03-12,12.7561,23.7,17.1,20.4,20.4,20.4,3.113824948256617,,13.79529612179368,21.466595,-158.164714,Wong Hon Hin Inc,0.775771
2005-03-13,4.35976,23.1,16.5,19.8,19.8,19.8,3.078245002285546,,13.855287258035279,21.466595,-158.164714,Wong Hon Hin Inc,0.7211620000000001
2005-03-14,0.614757,23.0,15.9,19.4,19.45,19.4,3.172314049463255,,13.914776156826454,21.466595,-158.164714,Wong Hon Hin Inc,0.6840229999999999
2005-03-15,2.20412,23.0,15.8,19.4,19.4,19.4,3.208112648838214,,13.973737654431895,21.466595,-158.164714,Wong Hon Hin Inc,0.685174
2005-03-16,0.0774843,23.4,15.5,19.4,19.45,19.4,3.3744924224941073,,14.032147323875437,21.466595,-158.164714,Wong Hon Hin Inc,0.641112
2005-03-17,0.0,24.3,15.1,19.7,19.7,19.7,3.6860688266765744,,14.089981495092479,21.466595,-158.164714,Wong Hon Hin Inc,0.643538
2005-03-18,0.00321223,24.9,15.8,20.4,20.35,20.4,3.7495825432824166,,14.147217273989998,21.466595,-158.164714,Wong Hon Hin Inc,0.647347
2005-03-19,0.0,24.9,17.0,21.0,20.95,21.0,3.5626950576772334,,14.203832560379357,21.466595,-158.164714,Wong Hon Hin Inc,0.679748
2005-03-20,4.27436e-05,25.5,17.7,21.6,21.6,21.6,3.608984179586874,,14.259806064749279,21.466595,-158.164714,Wong Hon Hin Inc,0.6827200000000001
2005-03-21,0.0039865,26.1,16.2,21.2,21.15,21.2,4.040219422657886,,14.31511732384883,21.466595,-158.164714,Wong Hon Hin Inc,0.675499
2005-03-22,0.00998763,26.7,16.7,21.7,21.7,21.7,4.128326571402356,,14.369746715052491,21.466595,-158.164714,Wong Hon Hin Inc,0.6551640000000001
2005-03-23,0.0,27.2,17.6,22.4,22.4,22.4,4.1320488564896785,,14.423675469482234,21.466595,-158.164714,Wong Hon Hin Inc,0.7063769999999999
2005-03-24,3.34179,27.8,18.1,23.0,22.950000000000003,23.0,4.231058316798517,,14.476885683863642,21.466595,-158.164714,Wong Hon Hin Inc,0.690159
2005-03-25,2.45587,26.4,18.8,22.6,22.6,22.6,3.721881072635367,,14.529360331096287,21.466595,-158.164714,Wong Hon Hin Inc,0.766965
2005-03-26,0.0726122,24.3,18.3,21.3,21.3,21.3,3.2119591166887527,,14.581083269520771,21.466595,-158.164714,Wong Hon Hin Inc,0.688673
2005-03-27,0.047753,23.8,18.4,21.1,21.1,21.1,3.042139847441889,,14.632039250867955,21.466595,-158.164714,Wong Hon Hin Inc,0.711991
2005-03-28,0.120869,24.9,18.9,21.9,21.9,21.9,3.2838666688353024,,14.682213926878468,21.466595,-158.164714,Wong Hon Hin Inc,0.7283280000000001
2005-03-29,1.63587,24.9,20.2,22.6,22.549999999999997,22.6,2.9676171148565325,,14.731593854583464,21.466595,-158.164714,Wong Hon Hin Inc,0.8399540000000001
2005-03-30,0.083505,26.1,20.9,23.5,23.5,23.5,3.201539658612591,,14.780166500240346,21.466595,-158.164714,Wong Hon Hin Inc,0.73614
2005-03-31,0.388096,26.2,20.9,23.6,23.549999999999997,23.6,3.2504714308040645,,14.827920241920229,21.466595,-158.164714,Wong Hon Hin Inc,0.710771
2005-04-01,1.67762,25.4,19.3,22.3,22.35,22.3,3.3883600821249544,,14.874844370746375,21.466595,-158.164714,Wong Hon Hin Inc,0.729314
2005-04-02,1.04522,25.5,19.4,22.4,22.45,22.4,3.407333734808638,,14.920929090786059,21.466595,-158.164714,Wong Hon Hin Inc,0.7140040000000001
2005-04-03,0.167021,25.3,19.3,22.3,22.3,22.3,3.381102818875141,,14.96616551760083,21.466595,-158.164714,Wong Hon Hin Inc,0.7145600000000001
2005-04-04,0.449015,25.1,19.2,22.2,22.15,22.2,3.3543649660277333,,15.010545675463156,21.466595,-158.164714,Wong Hon Hin Inc,0.706747
2005-04-05,0.385868,24.7,19.1,21.9,21.9,21.9,3.2528652339334387,,15.054062493250015,21.466595,-158.164714,Wong Hon Hin Inc,0.758496
2005-04-06,0.388422,24.5,19.6,22.0,22.05,22.0,3.059082960003369,,15.096709799026836,21.466595,-158.164714,Wong Hon Hin Inc,0.7425060000000001
2005-04-07,0.20787,24.8,20.2,22.5,22.5,22.5,3.009498531747342,,15.138482313337795,21.466595,-158.164714,Wong Hon Hin Inc,0.7458969999999999
2005-04-08,0.365139,26.0,20.4,23.2,23.2,23.2,3.387346428083624,,15.179375641221196,21.466595,-158.164714,Wong Hon Hin Inc,0.755793
2005-04-09,0.246007,26.9,20.7,23.8,23.799999999999997,23.8,3.6258860444276735,,15.219386262971009,21.466595,-158.164714,Wong Hon Hin Inc,0.6971609999999999
2005-04-10,0.0,27.4,20.9,24.2,24.15,24.2,3.7579065387654262,,15.258511523668444,21.466595,-158.164714,Wong Hon Hin Inc,0.654953
2005-04-11,0.00320159,27.7,20.8,24.2,24.25,24.2,3.881511077680634,,15.296749621509456,21.466595,-158.164714,Wong Hon Hin Inc,0.676956
2005-04-12,0.00937914,27.7,20.5,24.1,24.1,24.1,3.9652117721885047,,15.334099594956772,21.466595,-158.164714,Wong Hon Hin Inc,0.6507999999999999
2005-04-13,0.147294,27.9,20.1,24.0,24.0,24.0,4.127063458094196,,15.370561308746998,21.466595,-158.164714,Wong Hon Hin Inc,0.6442910000000001
2005-04-14,0.347923,27.9,20.5,24.2,24.2,24.2,4.048430590644061,,15.406135438785636,21.466595,-158.164714,Wong Hon Hin Inc,0.618717
2005-04-15,0.00505325,27.9,21.5,24.7,24.7,24.7,3.818362977627209,,15.440823455964882,21.466595,-158.164714,Wong Hon Hin Inc,0.641899
2005-04-16,0.0598739,28.0,21.3,24.6,24.65,24.6,3.9061714426855723,,15.47462760894082,21.466595,-158.164714,Wong Hon Hin Inc,0.646755
2005-04-17,0.172197,27.8,20.9,24.3,24.35,24.3,3.944370415100944,,15.507550905908793,21.466595,-158.164714,Wong Hon Hin Inc,0.65027
2005-04-18,0.288301,28.0,19.4,23.7,23.7,23.7,4.349756169264441,,15.539597095417076,21.466595,-158.164714,Wong Hon Hin Inc,0.643172
2005-04-19,0.00314047,27.8,20.0,23.9,23.9,23.9,4.170818584618963,,15.570770646260732,21.466595,-158.164714,Wong Hon Hin Inc,0.593947
2005-04-20,0.0292413,27.8,20.6,24.2,24.200000000000003,24.2,4.04387709213984,,15.601076726499075,21.466595,-158.164714,Wong Hon Hin Inc,0.59415
2005-04-21,0.00057555,28.0,19.7,23.8,23.85,23.8,4.308575148460579,,15.630521181641209,21.466595,-158.164714,Wong Hon Hin Inc,0.585727
2005-04-22,0.00533847,27.9,19.2,23.6,23.549999999999997,23.6,4.3979966330434666,,15.659110512045686,21.466595,-158.164714,Wong Hon Hin Inc,0.578683
2005-04-23,0.00296832,27.8,19.3,23.6,23.55,23.6,4.354852350169245,,15.686851849581073,21.466595,-158.164714,Wong Hon Hin Inc,0.54541
2005-04-24,0.0,27.2,19.9,23.6,23.549999999999997,23.6,4.042681505569101,,15.713752933595377,21.466595,-158.164714,Wong Hon Hin Inc,0.576538
2005-04-25,0.000300507,27.5,19.0,23.2,23.25,23.2,4.327339556473118,,15.73982208624287,21.466595,-158.164714,Wong Hon Hin Inc,0.578196
2005-04-26,0.0163494,27.1,18.9,23.0,23.0,23.0,4.236339711061449,,15.765068187217906,21.466595,-158.164714,Wong Hon Hin Inc,0.65545
2005-04-27,0.754972,27.6,17.8,22.7,22.700000000000003,22.7,4.604307204025364,,15.789500647945264,21.466595,-158.164714,Wong Hon Hin Inc,0.608135
2005-04-28,0.405624,26.8,18.7,22.8,22.75,22.8,4.20256271780619,,15.813129385277627,21.466595,-158.164714,Wong Hon Hin Inc,0.657872
2005-04-29,0.00522148,27.4,17.2,22.3,22.299999999999997,22.3,4.664625929757324,,15.83596479475055,21.466595,-158.164714,Wong Hon Hin Inc,0.6511020000000001
2005-04-30,0.00130292,27.1,17.4,22.2,22.25,22.2,4.543835427873248,,15.858017723445613,21.466595,-158.164714,Wong Hon Hin Inc,0.635925
2005-05-01,0.0717243,27.6,17.2,22.4,22.4,22.4,4.734802815734655,,15.879299442512567,21.466595,-158.164714,Wong Hon Hin Inc,0.6811039999999999
2005-05-02,1.80774,27.5,18.8,23.2,23.15,23.2,4.422456512415331,,15.899821619400901,21.466595,-158.164714,Wong Hon Hin Inc,0.712346
2005-05-03,0.121364,27.9,19.1,23.5,23.5,23.5,4.485917413415128,,15.91959628985126,21.466595,-158.164714,Wong Hon Hin Inc,0.7001959999999999
2005-05-04,0.00919394,28.5,19.7,24.1,24.1,24.1,4.556531142845213,,15.938635829696592,21.466595,-158.164714,Wong Hon Hin Inc,0.689894
2005-05-05,0.00452798,28.7,20.4,24.6,24.549999999999997,24.6,4.483144143419535,,15.956952926522545,21.466595,-158.164714,Wong Hon Hin Inc,0.67368
2005-05-06,0.0407696,29.2,21.2,25.2,25.2,25.2,4.468586868495683,,15.974560551235875,21.466595,-158.164714,Wong Hon Hin Inc,0.645736
2005-05-07,0.0868026,29.0,21.9,25.4,25.45,25.4,4.233788873702888,,15.991471929589105,21.466595,-158.164714,Wong Hon Hin Inc,0.640038
2005-05-08,0.063492,28.8,21.4,25.1,25.1,25.1,4.296649610121902,,16.007700513708723,21.466595,-158.164714,Wong Hon Hin Inc,0.658957
2005-05-09,0.342333,28.8,21.2,25.0,25.0,25.0,4.348397923709855,,16.023259953673232,21.466595,-158.164714,Wong Hon Hin Inc,0.6655169999999999
2005-05-10,0.0345282,28.7,20.6,24.7,24.65,24.7,4.461839331058473,,16.038164069186514,21.466595,-158.164714,Wong Hon Hin Inc,0.676605
2005-05-11,0.0,28.8,19.4,24.1,24.1,24.1,4.742927482903798,,16.052426821390718,21.466595,-158.164714,Wong Hon Hin Inc,0.6515089999999999
2005-05-12,0.00531916,29.1,19.5,24.3,24.3,24.3,4.820088305001001,,16.066062284861793,21.466595,-158.164714,Wong Hon Hin Inc,0.589722
2005-05-13,0.0394291,29.2,20.3,24.8,24.75,24.8,4.699955643415221,,16.079084619829352,21.466595,-158.164714,Wong Hon Hin Inc,0.592617
2005-05-14,0.34372,29.0,21.2,25.1,25.1,25.1,4.434341908891323,,16.091508044661435,21.466595,-158.164714,Wong Hon Hin Inc,0.6236590000000001
2005-05-15,0.0140783,28.6,22.0,25.3,25.3,25.3,4.10103258614203,,16.103346808653132,21.466595,-158.164714,Wong Hon Hin Inc,0.602281
2005-05-16,0.00835465,28.7,22.3,25.5,25.5,25.5,4.059996488006064,,16.11461516515671,21.466595,-158.164714,Wong Hon Hin Inc,0.612718
2005-05-17,0.123109,28.6,22.0,25.3,25.3,25.3,4.106630360148663,,16.125327345089218,21.466595,-158.164714,Wong Hon Hin Inc,0.6453289999999999
2005-05-18,1.21585,27.9,21.5,24.7,24.7,24.7,3.9901490081217497,,16.13549753085221,21.466595,-158.164714,Wong Hon Hin Inc,0.687517
2005-05-19,0.790444,27.5,20.8,24.2,24.15,24.2,4.036977589325143,,16.145139830696337,21.466595,-158.164714,Wong Hon Hin Inc,0.673293
2005-05-20,0.0532949,28.3,20.9,24.6,24.6,24.6,4.2854540504130405,,16.15426825356235,21.466595,-158.164714,Wong Hon Hin Inc,0.669221
2005-05-21,0.158173,28.1,21.0,24.6,24.55,24.6,4.1999301135421065,,16.162896684427807,21.466595,-158.164714,Wong Hon Hin Inc,0.7102970000000001
2005-05-22,3.97083,28.3,21.4,24.8,24.85,24.8,4.161979159795331,,16.171038860187917,21.466595,-158.164714,Wong Hon Hin Inc,0.734807
2005-05-23,0.150013,28.5,21.7,25.1,25.1,25.1,4.162779724556705,,16.17870834609655,21.466595,-158.164714,Wong Hon Hin Inc,0.7123180000000001
2005-05-24,0.0223651,28.4,21.2,24.8,24.799999999999997,24.8,4.255406307432446,,16.18591851279227,21.466595,-158.164714,Wong Hon Hin Inc,0.6873699999999999
2005-05-25,0.0,29.0,21.3,25.2,25.15,25.2,4.443860886405043,,16.192682513932446,21.466595,-158.164714,Wong Hon Hin Inc,0.634055
2005-05-26,0.483435,28.7,21.2,25.0,24.95,25.0,4.3670764803348945,,16.19901326445678,21.466595,-158.164714,Wong Hon Hin Inc,0.647867
2005-05-27,0.06175,28.9,21.3,25.1,25.1,25.1,4.407972813885015,,16.204923419500243,21.466595,-158.164714,Wong Hon Hin Inc,0.629884
2005-05-28,0.318161,28.8,21.2,25.0,25.0,25.0,4.3991909358939685,,16.210425353973534,21.466595,-158.164714,Wong Hon Hin Inc,0.6621389999999999
2005-05-29,0.23981,28.9,20.5,24.7,24.7,24.7,4.5939640016871115,,16.215531142827913,21.466595,-158.164714,Wong Hon Hin Inc,0.6627339999999999
2005-05-30,0.0149874,28.4,20.9,24.6,24.65,24.6,4.33193504509672,,16.220252542019633,21.466595,-158.164714,Wong Hon Hin Inc,0.610465
2005-05-31,0.0,28.6,21.1,24.8,24.85,24.8,4.353535511573286,,16.22460097018767,21.466595,-158.164714,Wong Hon Hin Inc,0.684077
2005-06-01,0.24537,28.6,21.3,25.0,24.950000000000003,25.0,4.31632120961779,,16.228587491057436,21.466595,-158.164714,Wong Hon Hin Inc,0.671626
2005-06-02,2.00671,28.8,21.4,25.1,25.1,25.1,4.356913954669197,,16.23222279658128,21.466595,-158.164714,Wong Hon Hin Inc,0.6986199999999999
2005-06-03,4.87282,28.5,21.1,24.8,24.8,24.8,4.3273240943625995,,16.23551719082582,21.466595,-158.164714,Wong Hon Hin Inc,0.700607
2005-06-04,0.212991,28.8,22.1,25.4,25.450000000000003,25.4,4.176325830499662,,16.23848057461476,21.466595,-158.164714,Wong Hon Hin Inc,0.660983
2005-06-05,0.0263049,29.1,22.2,25.6,25.65,25.6,4.258514703827205,,16.241122430934553,21.466595,-158.164714,Wong Hon Hin Inc,0.625533
2005-06-06,0.0405512,28.8,22.1,25.4,25.450000000000003,25.4,4.177604367816474,,16.24345181110961,21.466595,-158.164714,Wong Hon Hin Inc,0.6466160000000001
2005-06-07,0.53129,28.8,21.9,25.3,25.35,25.3,4.230211950232328,,16.24547732175237,21.466595,-158.164714,Wong Hon Hin Inc,0.645633
2005-06-08,0.0,28.7,22.2,25.4,25.45,25.4,4.115730961044709,,16.247207112493,21.466595,-158.164714,Wong Hon Hin Inc,0.635598
2005-06-09,0.0546268,28.6,22.0,25.3,25.3,25.3,4.1380365998362425,,16.248648864492345,21.466595,-158.164714,Wong Hon Hin Inc,0.653913
2005-06-10,0.0738468,28.4,21.9,25.2,25.15,25.2,4.097332904516093,,16.249809779741277,21.466595,-158.164714,Wong Hon Hin Inc,0.6591549999999999
2005-06-11,0.0,28.7,21.7,25.2,25.2,25.2,4.252235343948267,,16.250696571148804,21.466595,-158.164714,Wong Hon Hin Inc,0.599934
2005-06-12,0.0297382,28.8,21.6,25.2,25.200000000000003,25.2,4.31271798849447,,16.251315453420613,21.466595,-158.164714,Wong Hon Hin Inc,0.604942
2005-06-13,0.0373707,29.1,21.9,25.5,25.5,25.5,4.342902033883769,,16.251672134729393,21.466595,-158.164714,Wong Hon Hin Inc,0.643145
2005-06-14,0.000426952,29.0,22.2,25.6,25.6,25.6,4.230315296217386,,16.251771809177658,21.466595,-158.164714,Wong Hon Hin Inc,0.65913
2005-06-15,0.0047496,29.1,22.2,25.6,25.65,25.6,4.26126700330035,,16.251619150053493,21.466595,-158.164714,Wong Hon Hin Inc,0.608025
2005-06-16,0.0,29.0,20.8,24.9,24.9,24.9,4.570340545910502,,16.251218303879277,21.466595,-158.164714,Wong Hon Hin Inc,0.61976
2005-06-17,0.772672,28.7,21.5,25.1,25.1,25.1,4.302491809879914,,16.25057288525318,21.466595,-158.164714,Wong Hon Hin Inc,0.6342949999999999
